,pv_net_cf
547,2125.300387854997
548,111.93421607875331
549,715.6903701020025
550,-720.705341752786
551,392.57870566860004
552,1417.3419097445887
553,-158.18230909905566
554,-693.8034336239913
555,1083.1108146744598
556,-273.5076511189734
557,-377.62157326772626
558,91.20521889649604
559,1919.507491228114
560,680.5977617735854
561,-114.90219288975942
562,-635.9923130662895
563,2281.0058971576145
564,1055.398282531729
565,3740.2194748776687
566,1595.5978213828303
567,4866.394766951627
568,1543.7838514944451
569,4273.41974024762
570,1086.1225124814082
571,-469.48497846883026
572,-477.63774056237685
573,3549.9282147521335
574,111.3976409516896
575,109.6834889894368
576,-314.7646809186153
577,-556.9401885595285
578,2156.262658952825
579,-1023.4647649042205
580,-511.5599858483179
581,3033.1003704702143
582,-435.77528647469535
583,228.17815089558968
584,-415.8540920129923
585,518.3355624676944
586,-547.9634984940835
587,2001.7689097137745
588,-921.8255803540953
589,1577.480249781707
590,1834.0764684182632
591,6647.471221333595
592,544.8754237316988
593,-151.35373086905008
594,740.6507203420404
595,770.5639644550681
596,-787.9326746391149
597,-346.851651340858
598,-567.2532619908351
599,2598.915464305565
600,227.29667028014507
601,-587.9020430918775
602,-797.0444577357562
603,2541.349795501338
604,1207.7585696947992
605,-382.50516310033686
606,-4.880719273506827
607,3385.517341342278
608,3834.9641953033224
609,-422.3463549691184
610,-579.7776413551845
611,177.68647772753286
612,1990.792775791976
613,696.0901177349617
614,691.01566668407
615,2189.981449335729
616,623.119943487718
617,3271.5658421944704
618,-129.51275339980396
619,397.4793625112021
620,60.06205099331521
621,1493.3325802218196
622,741.5299751337363
623,2337.307855911994
624,-664.5729840846142
625,-348.2829938677503
626,1787.5843329837244
627,12466.262108989251
628,2777.1664141064693
629,5946.932062304244
630,2373.1729522849687
631,785.1935808278673
632,2134.856857192878
633,12772.285319046281
634,-391.89812810343415
635,-856.5351643771627
636,-545.2461342472058
637,-601.777402111981
638,301.19432522984243
639,-277.4967165785899
640,2632.9478194605063
641,294.8608515860968
642,949.2276164255326
643,-633.3183995489941
644,2405.416894929778
645,-830.7811562194954
646,311.271953895166
647,849.8475118624273
648,86.5895942108857
649,-762.2783656798927
650,2004.1682950358718
651,-810.0400321550208
652,-6.759698905234131
653,4571.515281015485
654,1086.4881673850455
655,-589.9980798572119
656,224.0499866897827
657,7842.438232539116
658,361.32156380983974
659,252.07741410942776
660,522.4472536021556
661,1118.486179525415
662,-742.221690089131
663,-135.84487034133593
664,2009.3725037096624
665,5716.523623491643
666,-580.8832325141133
667,-692.0284370900823
668,-184.456647017602
669,-519.2624610133294
670,21.081615969560005
671,-346.38511712819275
672,-635.1919794109724
673,464.8022708387321
674,280.8181279135782
675,1890.4266575660527
676,182.51591945217876
677,-516.985136051506
678,482.17505070155335
679,-176.18034224511604
680,1226.1373885402293
681,4188.017583373742
682,925.8965021735272
683,791.1978293234898
684,1385.3595986224923
685,553.8747032024482
686,842.6161397795345
687,7942.888615751757
688,4567.867583713176
689,-236.9225534626098
690,915.713893743809
691,-891.5872659200625
692,788.3225995051638
693,-139.90066609452197
694,-611.3659708387446
695,-169.2744248932063
696,208.85948904046023
697,422.5914181237398
698,-538.471929121818
699,-348.2738173345216
700,177.52766567876233
701,278.6883225179334
702,1356.3792854707337
703,381.9781289280947
704,-454.09678586850697
705,65.82461543106274
706,2555.63515940463
707,924.847753678095
708,-481.006997616315
709,88.98441866648625
710,-150.1337852115123
711,833.2920430581714
712,-557.4159937255438
713,268.59943665682505
714,5225.081131049297
715,846.4172555562525
716,3790.1584145552465
717,99.63663079997104
718,620.7848991020325
719,8962.930513193902
720,-224.8427819941606
721,5.865093248035748
722,-391.16666993254603
723,2288.078367709462
724,1529.8699620189664
725,137.99483695730754
726,-580.9909865563309
727,822.9456587395416
728,2161.9652776306
729,294.8608515860968
730,216.62498410606213
731,-921.8108195159568
732,916.3097464242634
733,2667.794103217374
734,450.344387401879
735,-160.39257074350024
736,-14.508621697721253
737,-45.831905913692594
738,239.73509545311674
739,11132.958737753566
740,-541.2782044841053
741,-332.1535476376206
742,-231.1319612773719
743,4599.242692570737
744,357.36599290968593
745,-735.4174572388578
746,10245.997617981458
747,2582.590077258262
748,-663.3057867823134
749,236.33891791962435
750,-613.5675556562818
751,9263.082298639989
752,2497.4587859982157
753,-436.9247699675502
754,-97.43514958096188
755,604.9556259894074
756,-239.64996821985977
757,-571.5400722089217
758,2121.1161282932662
759,-514.4108766360121
760,624.7452696380392
761,-581.5704704824726
762,2945.8243103666646
763,-358.7010968656554
764,-371.094978053344
765,1146.1312441564223
766,-401.61084442469735
767,880.7662198525043
768,223.91429413429637
769,-432.678354416345
770,32.67225696815274
771,1794.7113053511312
772,-339.29088813171546
773,3247.587669529704
774,199.41622716521488
775,476.5295831143575
776,6992.5748359815025
777,171.60373648464173
778,5176.524865132595
779,498.23027128105787
780,-387.531739929319
781,1904.0346079372193
782,2007.4544945540028
783,-664.3399390570653
784,7118.188408141095
785,-567.2542337545243
786,-175.0790645468458
787,8313.070113610249
788,261.52900223455094
789,2765.5114568064296
790,-1034.4863522410656
791,516.141182817536
792,-745.6950554094268
793,689.9016807370268
794,-50.85004171877756
795,2274.564764396914
796,1483.5384291722921
797,-855.1353597132978
798,-397.7774810159057
799,2028.7762940878943
800,1452.5724103687978
801,3001.360225766488
802,630.1370395026879
803,2334.719889072179
804,348.80389138547946
805,-425.9643408480375
806,2738.6119469697323
807,-132.15963513975305
808,5140.137537915212
809,505.9537476325811
810,1592.3242814813857
811,3988.858824780332
812,-649.0116758117999
813,-398.14277824138037
814,1018.7342203313976
815,6317.540842180017
816,-544.3457114295062
817,-692.4592624942658
818,833.9452848882003
819,2518.098069650576
820,4451.841381458595
821,72.7324991328669
822,1645.6636529916993
823,3154.366775483396
824,2095.0367216429477
825,14.842834134343605
826,928.5931318312071
827,283.0626231224901
828,-116.951122632536
829,-207.71560763866626
830,-73.5662740994498
831,1472.7215192354333
832,1129.5292674272346
833,-605.6685279660701
834,-1050.4019976267455
835,-353.741005390636
836,125.08060163142568
837,481.91961762839094
838,-396.8972208424751
839,1040.660342001731
840,-22.05294996313188
841,1438.0365321495917
842,81.17625361564455
843,-437.32115161162653
844,2109.650956233676
845,-296.55443260670603
846,7052.773291300761
847,-392.72775160946753
848,731.4776597736118
849,1036.9919544169634
850,-700.8287296962783
851,6301.240102600371
852,2070.626149864211
853,942.1781060997816
854,830.1481311396201
855,7117.773867573534
856,-685.4355990601117
857,-528.2935699129082
858,821.2250971894397
859,222.76858345720416
860,4049.7716216258546
861,1186.795317665053
862,2118.6969838321866
863,-560.8007989738328
864,276.3009520829019
865,4253.075133441869
866,-112.7276457751372
867,555.2666495448514
868,2001.364105953254
869,-807.1675158070274
870,-209.4701233399624
871,92.59542494855361
872,1435.079643718018
873,527.0839649782765
874,339.5899403690745
875,-569.5549191476899
876,-83.1985608784272
877,370.7209767617412
878,8950.675675522858
879,169.96258450985806
880,3777.6910701626134
881,1016.8449754761534
882,8919.27263229042
883,299.0831887449516
884,-113.17237309077268
885,2953.5310057115653
886,-167.18603460729764
887,-94.6828814850756
888,1662.1312767977604
889,-293.25518787726685
890,251.86874058841073
891,-719.7819354375974
892,1585.7958357527098
893,-142.32617015051102
894,-496.20428087534617
895,6037.02636059425
896,322.2696749247225
897,1612.1583501898026
898,-143.84181384566108
899,3791.335365005428
900,-699.4018179364961
901,1233.4795778339058
902,1938.3063606213536
903,981.359771667504
904,257.256004782679
905,1443.3202301680863
906,5403.923789235729
907,83.51736828192941
908,1740.8990747421453
909,1369.9859738140055
910,4388.3964415491555
911,-320.55213097956903
912,72.33214762716068
913,8282.178098102588
914,2996.558553062992
915,-503.1154855995728
916,-130.99915564711216
917,-71.08601848685447
918,1872.0593302761934
919,11421.949137198666
920,633.9153179324396
921,8339.942876507846
922,2301.3558935224205
923,2474.409147976704
924,-117.90272462994608
925,-105.11595816582042
926,2126.0071667774155
927,692.8696576219268
928,-737.7616208820934
929,2597.2545395054717
930,-634.9805258401334
931,-731.2521616417472
932,1462.0560237577938
933,2206.061751441055
934,-58.118208348561495
935,-654.9168630246875
936,-836.6579158026848
937,-282.28765811605115
938,649.9381533309042
939,815.2824792735679
940,9443.901279988375
941,715.929794364697
942,4654.745551284686
943,12130.241978249782
944,-190.0635896246377
945,1860.1334303323947
946,-128.5831625855095
947,2436.327396514871
948,86.03732698276588
949,1734.4190193042314
950,3211.50862807048
951,1021.0593453261498
952,-14.604917465742574
953,8102.660538140958
954,48.14938532935594
955,-255.4881561098611
956,240.55961261743636
957,-462.4733333832658
958,584.2390568272502
959,243.92941603183738
960,80.80378975143685
961,665.3364377351985
962,1106.7190434248857
963,-35.15188892791633
964,1732.1997441252481
965,2021.5518279847395
966,1161.02331869585
967,-367.93597520098405
968,-28.6280097689621
969,7242.663997717438
970,-50.036979944763175
971,-743.2868556002105
972,1234.2256614488624
973,2734.7319316711946
974,2103.7683099077954
975,1029.1519137668524
976,8398.928191224331
977,1794.3088893604806
978,80.53658388380347
979,662.1168553702232
980,2180.078056422163
981,4133.215383069175
982,-685.8506544412404
983,-543.7247645834352
984,2389.9135678248813
985,-525.1659515174237
986,2825.3365817804597
987,1792.5265046570598
988,-98.79912504491739
989,-715.5424739961154
990,97.66146503034605
991,1345.94421641785
992,1974.9823262550588
993,1896.4306212307083
994,649.4583974416004
995,1881.1801281811263
996,7303.943868800534
997,68.6869854766635
998,486.1038569136801
999,6902.935284147494
1000,4922.246846497349
1001,5108.645949231577
1002,13538.236422404323
1003,2758.9051030102455
1004,-848.8698314321396
1005,-405.88778552744003
1006,1267.0301010347093
1007,334.8631497885302
1008,372.9068289538445
1009,6679.178048577123
1010,1119.0174403490955
1011,-159.4137245413067
1012,38.076406168084645
1013,866.780373972485
1014,2131.25335992023
1015,1323.9757712503201
1016,11143.995618819517
1017,2657.109826722416
1018,-848.7949976294021
1019,854.9198564777481
1020,-82.12789695415063
1021,601.3324069702858
1022,302.78593663111474
1023,10749.039763971366
1024,322.9373150391975
1025,18732.974999944054
1026,1798.482939619228
1027,572.4447435615723
1028,1934.0219072420532
1029,759.0181379479413
1030,464.3163330681225
1031,4429.312859130861
1032,-145.97908979352064
1033,43.62973813750261
1034,4501.208620707512
1035,1914.3927788156502
1036,7129.0043262506415
1037,1444.225468010603
1038,6142.872539156871
1039,-552.0828793819985
1040,2655.897021653326
1041,572.9216770310202
1042,3486.214489624417
1043,341.56041745386347
1044,-689.3084812516107
1045,5748.612730999696
1046,-174.92815114510154
1047,-20.394772870151314
1048,-214.56699712114755
1049,-273.4179358048745
1050,349.76094057144815
1051,659.0348459441096
1052,-204.5464749115443
1053,3761.482869883802
1054,1005.5317391703753
1055,-784.1210139724219
1056,7799.207641413358
1057,2700.628031929999
1058,1928.231468327682
1059,-214.31084643411248
1060,2147.6400815906004
1061,-82.96248747780396
1062,-833.7552743056453
1063,3155.7441294831924
1064,-252.04615666958318
1065,666.9787905233618
1066,-367.3288549209799
1067,1056.292035396252
1068,873.2223540618426
1069,-792.2819141921409
1070,752.8936292344177
1071,-703.1233967101507
1072,-424.55409899960887
1073,-13.758561360014028
1074,397.6093377729819
1075,1085.1046283845556
1076,8365.29108206167
1077,-419.054105044871
1078,2236.4642201817455
1079,3457.6061909124137
1080,-249.89681192687772
1081,9768.438969170196
1082,843.2800357052445
1083,2219.7820794687077
1084,724.2554353091293
1085,-285.41047529076417
1086,-608.0939664024423
1087,-68.30173365993812
1088,3834.7657524204387
1089,-650.1070836550776
1090,2287.871559080888
1091,-63.25813527341131
1092,3262.4297617523334
1093,1854.4689038371791
1094,3233.733294483497
1095,718.726072274884
1096,707.2353564189672
1097,-978.8282683182874
1098,-391.5006311140205
1099,3338.5359389379914
1100,180.0722105840581
1101,3887.7191133206675
1102,322.8507192767983
1103,-533.102470661426
1104,879.6798254004495
1105,-653.8603688335987
1106,1479.951682816071
1107,3212.70039214874
1108,-576.9747185249007
1109,-302.9340688834018
1110,-139.7557212474469
1111,964.5512721168737
1112,-555.1995200245224
1113,1956.657559954901
1114,514.1193267838768
1115,-111.86163493915274
1116,1354.888095544893
1117,883.130557906806
1118,581.996522604509
1119,4352.448475739155
1120,-710.7856874649344
1121,-143.9040689542826
1122,61.3150048928843
1123,-532.4101881103851
1124,644.471072163946
1125,275.5111289811226
1126,856.0632161048756
1127,1772.6825149733777
1128,358.7683073691817
1129,2331.8404891671353
1130,2768.4045183509943
1131,27.538183108139947
1132,3412.365205024438
1133,300.3958797073862
1134,-74.33893849247278
1135,695.8155555556375
1136,4104.310031561356
1137,117.08388851154564
1138,2856.8418119668727
1139,313.7943189859974
1140,4653.3320983692865
1141,4002.189807850471
1142,4728.081347825981
1143,1321.640140394554
1144,2944.3426042980627
1145,-1066.2323418542335
1146,-710.7373663032141
1147,-299.5456134411191
1148,2513.464481920994
1149,314.82876140568146
1150,3157.1697133654648
1151,-384.0023749584233
1152,10231.389299710681
1153,872.8854655040918
1154,11699.902655577762
1155,-408.22705448315116
1156,590.4315343440618
1157,6336.022696879658
1158,3850.637118934935
1159,1303.4407733032149
1160,-250.51548802336998
1161,-549.8675890922156
1162,1013.9915993182608
1163,45.078639121503784
1164,60.06205099331521
1165,-364.37107899736714
1166,-325.20940519978785
1167,-605.7065136192205
1168,4130.354401058024
1169,395.67990608134437
1170,1034.0127591463524
1171,2997.149384944132
1172,-319.9845333930177
1173,1044.7939261633137
1174,1430.3174977957278
1175,674.473735982137
1176,5997.019369601583
1177,4936.099300046781
1178,71.82492600819683
1179,-162.531282917309
1180,3512.853651564962
1181,-948.1833529842659
1182,-242.89129751054583
1183,1221.3561963949646
1184,4515.207828228176
1185,1809.558513262401
1186,15818.863477966901
1187,-243.84140215294622
1188,2708.9041021375897
1189,-429.9193548006683
1190,-772.4445300285294
1191,3445.870554336896
1192,-403.87659829845904
1193,-492.97023882892995
1194,5474.863177432608
1195,19.41712823285701
1196,3091.714747861436
1197,-592.7680640632994
1198,2895.060204312852
1199,3498.8702831579762
1200,7274.843708902596
1201,6984.072069267182
1202,5257.306070867542
1203,-343.35338851343613
1204,-110.97158306650942
1205,2091.1758442368528
1206,-725.5607899107574
1207,845.9309183344624
1208,-293.7978249892224
1209,319.1605130516282
1210,1668.182601927277
1211,986.6483847951445
1212,-671.4773306376959
1213,2060.523610711602
1214,5952.122437740969
1215,-144.5501503481704
1216,-892.1225700422623
1217,126.27002420767246
1218,6622.813759099615
1219,477.5383837825349
1220,-153.9158117542171
1221,7550.443226885551
1222,962.0738789230004
1223,3686.9760529564423
1224,144.51637859751565
1225,773.4728808466189
1226,640.2161821463361
1227,-124.49617096024662
1228,1026.4897277626405
1229,-576.3968272319328
1230,538.4436051921514
1231,563.328053138892
1232,5633.651361525351
1233,2036.3571992818297
1234,1205.1189035355267
1235,9.221157630293021
1236,1015.5124030229113
1237,21.183532256824776
1238,7702.031552070771
1239,4508.431068785244
1240,-1004.9383035130885
1241,641.5560260683769
1242,217.70920818744548
1243,905.916715786158
1244,131.78779155047096
1245,-144.92754131375312
1246,747.8588688395655
1247,2303.255632162492
1248,-641.2967239768582
1249,713.9502475068489
1250,171.53379287087284
1251,2267.8341373449693
1252,146.90476856382588
1253,-599.9534177016191
1254,1118.364399018663
1255,605.4191033051418
1256,318.92526660478387
1257,-479.364803906476
1258,-494.4722579978726
1259,-702.4197172324336
1260,230.92055398353818
1261,-922.1868925555202
1262,5134.11102507777
1263,-397.16967723769017
1264,-790.6509311122297
1265,494.28305164470646
1266,-233.31847439735458
1267,-264.4104592498204
1268,1790.4270788308681
1269,854.6934678706605
1270,-585.5495985856746
1271,2475.272921891707
1272,913.1575364052724
1273,-238.914387433843
1274,-622.2794757003265
1275,-14.100248696497829
1276,917.7602103024262
1277,628.6038214318988
1278,2331.5896212331563
1279,-491.78396935777675
1280,1481.0526804268789
1281,-730.3805890413024
1282,-724.5238596699196
1283,1054.9493199476615
1284,-211.81326760560324
1285,7754.466601853865
1286,122.70623079987513
1287,-216.7037093065805
1288,3229.6231734312587
1289,-708.2108987163017
1290,2895.787720819577
1291,412.5700823704125
1292,-78.06307673899539
1293,35.26801375462372
1294,411.00790737282034
1295,298.5621278967013
1296,1774.805008612912
1297,867.8266616189003
1298,159.8691003275303
1299,5292.087505285902
1300,-130.10347924697498
1301,-68.33811328485154
1302,-442.7857425408922
1303,2995.908405273052
