,pv_net_cf
2542,106.89595965524131
2543,2263.473025333991
2544,-858.6108785876983
2545,-3.201433969565244
2546,-676.0453879369879
2547,-455.40715433529624
2548,-98.79912504491739
2549,498.4668833274559
2550,12309.821587432347
2551,-286.2728421088578
2552,-27.86919832350395
2553,312.14447096509195
2554,5.089903464021063
2555,5154.680336121828
2556,1075.3223945438206
2557,1061.2500243192042
2558,-121.62393546283448
2559,3086.6335486944804
2560,58.16753787480127
2561,-757.4604321715915
2562,797.0096771255988
2563,-742.0456382758466
2564,11921.212931228034
2565,36.052868890688615
2566,2929.570835587733
2567,3507.011798521749
2568,1834.7529805768318
2569,2449.4302020111663
2570,-736.3590773078826
2571,-722.1334875576521
2572,2525.350170259189
2573,841.9945252166485
2574,7149.885266584401
2575,398.0623432168852
2576,105.14962728212868
2577,3408.1513929881057
2578,-441.8180029714879
2579,2499.6482762686655
2580,-218.6235983178001
2581,-404.46359188353483
2582,581.1065360035934
2583,4590.770755358206
2584,-639.4041202766989
2585,910.0172902847701
2586,-319.97160756227555
2587,1124.2354741766985
2588,467.4607587913799
2589,3296.898860426584
2590,-736.1655013763109
2591,-637.8624901743301
2592,6934.181062000918
2593,-61.35675895523849
2594,1049.8502292642531
2595,260.1649507546399
2596,3104.17300175867
2597,434.37522732055356
2598,-507.919300791203
2599,9939.471970587245
2600,-836.9948661647256
2601,571.6071916868099
2602,6140.0574436439165
2603,4004.5727337931776
2604,2.537333680631832
2605,265.43867138481534
2606,-563.439612903022
2607,-127.24746367465184
2608,3247.3126762955503
2609,1479.815552808144
2610,53.134846147983865
2611,842.5342728258008
2612,-654.784801567774
2613,2170.024660355897
2614,4347.784993342847
2615,-635.7492874126802
2616,1658.641923138412
2617,346.0939548164963
2618,100.40402124238165
2619,357.3735307709982
2620,-561.0327740928961
2621,935.4548701464189
2622,-54.07520587013079
2623,1322.0609366106328
2624,207.27388502749488
2625,-451.94277941062586
2626,1399.231110463563
2627,-451.6479804571502
2628,-88.4884347265147
2629,-304.6726604707376
2630,-146.78223289439637
2631,509.8647355840694
2632,-642.3439092190195
2633,5543.567245255919
2634,121.0575786455073
2635,1400.8076060439491
2636,7716.18710984238
2637,540.3638855242831
2638,339.8451896496543
2639,-694.385438242612
2640,3941.17927265832
2641,-552.774541706044
2642,1370.6053427904292
2643,-186.58257445098394
2644,844.3211811054734
2645,736.178609376481
2646,-658.6699808388136
2647,10873.496760737047
2648,329.7465300932675
2649,-123.81963433653613
2650,480.53318445649245
2651,1801.4807331259208
2652,-524.7147750353729
2653,-762.5330403462266
2654,1064.5278798587474
2655,640.8981398598479
2656,636.2944996980491
2657,-611.0371365888132
2658,13277.141424486006
2659,10749.039763971366
2660,2626.346220324954
2661,1344.1357452953016
2662,63.23242747907614
2663,4545.131116131615
2664,19915.91551767098
2665,1056.7036148967204
2666,-825.2346225187479
2667,-141.14126474093888
2668,543.3848269966633
2669,247.18703854511512
2670,1512.2497757312342
2671,5266.174048326815
2672,1941.9018470529313
2673,2142.5025676615214
2674,-0.40841447072068604
2675,4013.2381720718204
2676,8823.264642055627
2677,-237.5831926271802
2678,-76.72846638003301
2679,5.248614048006175
2680,9215.65078812546
2681,-458.5983168765266
2682,4139.885050160075
2683,-355.1059200245957
2684,-560.6329592702125
2685,-300.10360589355264
2686,1671.5635024245325
2687,311.05088318510946
2688,-352.6559625179078
2689,2646.5786643348442
2690,-238.8648154471913
2691,2049.2649821636473
2692,2878.591301361132
2693,-535.8939855348202
2694,940.8039479543279
2695,7172.4942765799515
2696,1127.0613087510878
2697,2614.736462916639
2698,7592.9665242679985
2699,-425.65241169304613
2700,4930.476997380085
2701,6309.359433464193
2702,-51.670980407944626
2703,-825.1656102162884
2704,2555.658294679173
2705,-986.6846972598622
2706,438.96425966033615
2707,-149.7399981383761
2708,842.2098538814852
2709,-725.1000785450435
2710,2999.8110292211245
2711,-522.5105726440011
2712,4621.710050622993
2713,1807.6697609848716
2714,104.42486098060306
2715,1067.8136563024027
2716,1637.5322053918367
2717,-533.3103015918889
2718,1030.5629562531676
2719,3911.4257426163367
2720,3852.091797618724
2721,239.89143606864275
2722,-444.37766414870646
2723,2112.4139037496016
2724,736.178609376481
2725,2303.269072673842
2726,-739.9876912947665
2727,1454.4817695877714
2728,-213.79744169339267
2729,1900.984811441947
2730,6712.480181736419
2731,-419.8674057368714
2732,5280.667811432715
2733,-716.6954049661422
2734,1871.4308128255932
2735,1700.4515989374338
2736,-923.3174194741366
2737,742.8605922627462
2738,1066.2975105533424
2739,4921.855671343516
2740,5718.691661543289
2741,1334.7044839702075
2742,-122.55103984549629
2743,-600.861367207596
2744,1218.7403262167186
2745,-610.3007170072134
2746,633.2767629625953
2747,2945.8243103666646
2748,129.0912878820352
2749,745.8456427960859
2750,2475.272921891707
2751,180.41678604878143
2752,-340.51670508360695
2753,121.84664472143254
2754,1165.642638605103
2755,162.99387126023316
2756,341.9835941903625
2757,1954.9635877628111
2758,2622.321588263585
2759,-232.65040275222555
2760,4923.345447675816
2761,258.84953785179744
2762,235.55524036769054
2763,1615.4457451716003
2764,222.85881457606047
2765,-634.0080493427711
2766,-857.2758284678947
2767,-123.35791198552329
2768,-668.264042387352
2769,75.46511868048958
2770,289.1971573832741
2771,-57.98502683323869
2772,143.23193318242704
2773,99.55770930683002
2774,4934.638261982987
2775,541.2239383274564
2776,4843.478189066974
2777,3249.974311261497
2778,6723.684680051882
2779,3563.6105083137336
2780,-450.5492944512266
2781,5920.5616064531205
2782,214.56346283220995
2783,651.6599412494708
2784,-729.8459149436029
2785,-603.5884875025467
2786,151.77945469416096
2787,-279.16040172754106
2788,-219.01578749803872
2789,-5.114164311874504
2790,2476.198849956709
2791,538.0253197216989
2792,-503.62750066760407
2793,1611.3344940595557
2794,1442.1068326328573
2795,3673.621076142794
2796,239.89251699207682
2797,-671.6857616283808
2798,-673.9897974305704
2799,3163.8854220112034
2800,-96.29609221372272
2801,-300.7139339749984
2802,-77.83512411805077
2803,-430.2775776114497
2804,-329.8613297289135
2805,340.11196889064126
2806,-677.8829988408513
2807,-242.03483111002544
2808,-109.22226096949527
2809,3411.0846907799105
2810,587.4568323736851
2811,-128.00867299466267
2812,-249.34596244687532
2813,-705.5776702737462
2814,-314.4758545246674
2815,1779.2712027966163
2816,-129.86434832685836
2817,346.89261794409276
2818,811.6772817989371
2819,75.85689593837685
2820,507.7280243480168
2821,-434.9368116204408
2822,-514.2789410584534
2823,6217.141580892612
2824,6593.949696005188
2825,3897.3235192180327
2826,2326.5702115198574
2827,1113.3073729251364
2828,1493.7969764762847
2829,2101.859231345628
2830,1266.4520571875455
2831,194.29465885257355
2832,26.793418174540705
2833,9627.965181104753
2834,-822.3098839615132
2835,105.41000579218974
2836,2336.4675044459987
2837,-564.086776255481
2838,-1054.3850190580217
2839,1998.1593894295668
2840,1170.1292774936364
2841,2721.3533773066056
2842,5743.61846876772
2843,780.0734678458166
2844,52.07847688233903
2845,1382.0267310608133
2846,4954.901328057783
2847,-903.3132257052232
2848,714.0691466190541
2849,9537.29380206926
2850,-529.42023837142
2851,1050.7365853232386
2852,444.7181071879363
2853,4009.2471397660956
2854,991.7475044800378
2855,1648.4979767044156
2856,308.11660947516157
2857,-607.6935844493782
2858,6971.335066020194
2859,1251.15769204281
2860,1950.6199949000227
2861,1736.7580604637292
2862,2511.6116823510656
2863,499.64778636643894
2864,-229.28760109619105
2865,-46.89183309893292
2866,-448.8047710933397
2867,128.0547241016094
2868,1548.2322060997901
2869,6228.796928367854
2870,3411.2552006837477
2871,-178.1410352184987
2872,-735.9038648147502
2873,1355.7146050443275
2874,-417.18010433449047
2875,-6.230898833948743
2876,1550.7053514665515
2877,79.95918066567742
2878,-611.5525337378398
2879,3107.3835821551565
2880,-722.0100739874227
2881,4316.204941889129
2882,3635.9702709446187
2883,672.3485945062041
2884,3954.3228482637396
2885,3415.4232723320174
2886,15.258096220795437
2887,2808.523223295535
2888,-214.95819030085698
2889,4369.22581126888
2890,-570.1069892028204
2891,-233.9782289076286
2892,2645.7071781548534
2893,1199.0814473020255
2894,52.23447870409632
2895,883.1050361978818
2896,10504.105442001415
2897,-50.31071811502909
2898,3161.141097959432
2899,420.1686367518271
2900,-42.79698950872387
2901,10048.532753915453
2902,3798.7127899529496
2903,4550.50584021926
2904,4706.771820048341
2905,478.41186909621
2906,-76.72846638003301
2907,3697.840603573797
2908,2863.905751272493
2909,-575.9511751819915
2910,78.76535468397407
2911,-985.1275997202584
2912,-411.81197002910943
2913,303.1470354709012
2914,889.0447141087434
2915,-665.4255175030544
2916,246.8243338513712
2917,6163.825801928533
2918,1173.0002928439103
2919,-510.75676344072156
2920,-160.31775330937268
2921,-724.4562831594907
2922,3831.822600925737
2923,-523.3561841905747
2924,-674.9200328886849
2925,1056.2723838816632
2926,-355.5705991927004
2927,197.60959064347378
2928,-667.7694738461881
2929,-117.61904064247574
2930,-717.194875432813
2931,527.7524230832205
2932,1233.405388470522
2933,188.64988530913934
2934,3046.610370334817
2935,3674.6320142393506
2936,-86.90301618658413
2937,202.89129344053987
2938,-289.7574370135763
2939,1828.5951563319522
2940,-715.0578878398373
2941,1923.10677859576
2942,91.35133712630824
2943,-613.9852675096643
2944,1946.4494918585258
2945,-594.0229949394532
2946,-388.86008901961657
2947,11890.57282509798
2948,440.88573532392036
2949,-464.0513273469751
2950,314.3942098486474
2951,327.0989347235456
2952,-427.16952502299694
2953,632.1562293148784
2954,332.95848482144925
2955,-110.67717379405758
2956,1380.0300138819111
2957,188.46554563309553
2958,698.3733192710184
2959,1097.5546307602417
2960,873.0908439130494
2961,-184.26203992625608
2962,15008.660622529496
2963,1837.1856900340867
2964,6697.087359970286
2965,133.61660283592278
2966,1107.8600415932647
2967,100.14472688430783
2968,532.8470196791038
2969,650.9449468645781
2970,-98.96269266416937
2971,11.313302457846873
2972,-2.990788151164338
2973,521.6223625731182
2974,25.8650693894769
2975,-438.5988988282386
2976,-507.51947004853
2977,2615.202016032096
2978,952.5737912528231
2979,-289.4428439579851
2980,5233.047930671429
2981,391.5256086009483
2982,982.1078941471047
2983,5131.39436881453
2984,129.75744051305423
2985,3527.307367559257
2986,9880.648664757591
2987,371.0979986794929
2988,8924.045769617114
2989,366.01510127817915
2990,787.4963864692753
2991,5472.414867649322
2992,1823.54616185561
2993,-901.2057200691902
2994,559.5355496043519
2995,3324.4973597176768
2996,679.8219796777856
2997,-210.71397877556637
2998,2698.4947262829482
2999,1142.865087025234
3000,625.9474439825683
3001,-126.01362016262908
3002,1049.6412284218595
3003,-806.9120245115013
3004,2359.0032287241374
3005,-996.9731975259854
3006,51.67750117558546
3007,139.76744018148838
3008,415.27032285563655
3009,5990.3946627085425
3010,-584.1648169542372
3011,-115.77691165622826
3012,615.0800926771109
3013,7160.505956440148
3014,108.83215859458124
3015,56.88294026388496
3016,212.10969538769473
3017,5442.559995531497
3018,-188.38154386937185
3019,1326.8743024063258
3020,-480.1807766351586
3021,830.1602280276497
3022,1100.3927822718524
3023,2091.81588475406
3024,1768.0789343463262
3025,719.9163445710091
3026,35.361948301135044
3027,241.50130417649677
3028,168.62763457651033
3029,-221.74386557660796
3030,-507.0048688347309
3031,-401.0645900651705
3032,3326.7810158266075
3033,1470.456287401566
3034,-797.7630142838898
3035,1128.6825961254553
3036,-900.6478781597813
3037,2209.6410114704686
3038,4397.594185385466
3039,2108.285296856129
3040,805.5176911381457
3041,5837.849174253679
3042,265.6550308209829
3043,-532.3215366146848
3044,-596.2036258775761
3045,3592.349009659351
3046,5047.757164671478
3047,4805.746543043166
3048,98.34281870215727
3049,-281.6787345929192
3050,-297.5262879686715
3051,1631.6144879574772
3052,651.9000400248517
3053,-595.3163395645116
3054,2839.0919571790528
3055,2910.360496624833
3056,-357.67921658397495
3057,475.159581724949
3058,130.46767256394833
3059,648.7576847338231
3060,3876.348984028894
3061,-388.2657186997693
3062,1926.0877946435578
3063,4413.631047642366
3064,1298.6537955967524
3065,630.4631094697515
3066,-585.448574447408
3067,-76.60332052236384
3068,738.741031506288
3069,-575.4792490021835
3070,-338.0866756551838
3071,52.358160591926776
3072,658.9873340767379
3073,1734.5708360753592
3074,-430.65057614511954
3075,1253.6938879098625
3076,-117.21732927991644
3077,-922.2772405939343
3078,26.461174696994703
3079,1905.959972168548
3080,1556.693493392673
3081,-599.2548374900193
3082,2142.9396138499
3083,-751.4241066088482
3084,6407.1370814742695
3085,622.9308045341667
3086,5463.882002099348
3087,-757.5088369381185
3088,2747.6220801689296
3089,-712.4276231713618
3090,-412.09499485904917
3091,684.4488217477133
3092,75.47452574331908
3093,603.200185287994
3094,201.68924940772456
3095,-761.3051433675748
3096,963.934757988738
3097,9163.833868145846
3098,1746.271104865694
3099,218.33319145599694
3100,1324.0271477024817
3101,4014.533643014902
3102,3870.747331995326
3103,1182.067869310264
3104,1674.996952663182
3105,4254.8270053994365
3106,142.0759202990963
3107,386.18185649475174
3108,2578.432257061837
3109,3339.3892784069976
3110,1874.1998817950325
3111,18035.641361544596
3112,-599.0817833783087
3113,1814.6142018667015
3114,-116.45493903271387
3115,9271.56048388469
3116,-40.94113641535
3117,435.9557262643916
3118,-649.5580093823776
3119,566.9927262163981
3120,341.8163932089267
3121,3482.114168453029
3122,234.28613577338086
3123,-59.58172631305621
3124,-436.7381685681478
3125,3398.1659036149285
3126,-353.61799354853724
3127,-849.8764853068376
3128,-429.68641140378713
3129,480.88934673108906
3130,8336.577326927501
3131,-21.745787737547232
3132,411.3712746422508
3133,-677.4958342732365
3134,-1.2989971195476073
3135,522.8583183136802
3136,1518.8818412254386
3137,-869.0184624835846
3138,270.48748184646513
3139,-857.182241564257
3140,-127.17292085646488
3141,444.2772107497634
3142,8561.322484116346
3143,860.8966855418607
3144,-79.97619413431903
3145,8997.910744685274
3146,291.32502932222303
3147,786.8008587261005
3148,-195.60198177762595
3149,1052.360222647192
3150,-353.5261091357334
3151,8416.329009373501
3152,-116.72276650679373
3153,2439.7548309829144
3154,-715.4774516372032
3155,4142.860958716514
3156,246.97636437856954
3157,3105.075096187499
3158,9952.902438393998
3159,1967.1740483053916
3160,26.116701696849077
3161,1577.8817486919297
3162,1409.0653794049604
3163,1108.9798675488146
3164,376.7349825371301
3165,-860.7185284653625
3166,140.79749748383938
3167,-5.074160871434515
3168,15084.09407595842
3169,-263.01379879968084
3170,-489.56727496996587
3171,-369.1117447728673
3172,-555.933717030942
3173,1761.6574142061277
3174,2727.1452913443936
3175,-759.009281211036
3176,-679.2068158019937
3177,-553.6385053406607
3178,73.85077824439031
3179,12121.042999421748
3180,201.742571697627
3181,1607.948624621764
3182,-564.4851161703989
3183,-214.05852375995357
3184,-598.9369777367522
3185,178.17434273335323
3186,3167.63058760905
3187,5032.843143880937
3188,286.49716812184477
3189,7520.621908329715
3190,252.70518167998847
3191,945.3122527183872
3192,581.2310718986869
3193,566.1149254486
3194,-737.0236170176479
3195,-159.5954642043364
3196,-716.9407813774096
3197,1433.4554052334493
3198,-554.8410024171872
3199,510.78156773059027
3200,-354.0803154313309
3201,4064.193523986774
3202,3044.062294931158
3203,-180.5488041792437
3204,1920.7345804889635
3205,1617.4363681531677
3206,1184.4020207471235
3207,4261.175508466124
3208,606.796425435193
3209,-384.8194046125583
3210,241.5664483527994
3211,629.8762899850861
3212,-332.1994599367613
3213,2451.1565887465895
3214,373.57359567089816
3215,1974.4421827417902
3216,986.9061556936614
3217,444.6086679913394
3218,416.99669178930947
3219,5604.339144955722
3220,-550.3086526319082
3221,89.85536567733823
3222,-41.7866694994035
3223,585.1224796516508
3224,866.3409273415882
3225,-899.2225499642432
3226,1401.6413524618736
3227,-566.3260580314884
3228,1950.8260610452717
3229,-512.5956641331437
3230,246.30175268042166
3231,-388.4446623314981
3232,-419.1594653591506
3233,1299.9660649108005
3234,-469.71076668518987
3235,9369.83093215698
3236,1360.6002970059515
3237,-268.487206813941
3238,-778.7958917190776
3239,814.0709230257474
3240,982.6760802071212
3241,355.0643178873521
3242,11611.922849286133
3243,1137.8652790738352
3244,1415.1951010699393
3245,287.0656375915007
3246,-413.6217597105099
3247,7232.521229061265
3248,2044.9219502276205
3249,658.1510413139631
3250,-222.73912382160086
3251,2787.387822844174
3252,166.505553443317
3253,-66.44831603149993
3254,8883.437942012077
3255,-383.3529063731334
3256,-276.6994912680258
3257,-51.24120299469689
3258,689.4948655464196
3259,19697.53111489016
3260,286.56642162234556
3261,-357.51477728270595
3262,2374.568886214013
3263,-490.38243014536
3264,19.25400974912054
3265,-410.21014275269346
3266,2326.719466755346
3267,-705.3984474456703
3268,8169.4246846548795
3269,5759.125994242797
3270,6815.165124568179
3271,2516.2764057774175
3272,-191.45166260487093
3273,32.23025574574967
3274,-232.32784885565167
3275,368.1413873559633
3276,-37.4637221072378
3277,543.675157660163
3278,308.41564200707296
3279,6652.548142671381
3280,-140.909929065587
3281,3382.964362800969
3282,713.449428563093
3283,328.5640732314556
3284,6964.020734010039
3285,-56.45347126977987
3286,2393.334320132173
3287,2018.809774944899
3288,-339.47685347193925
3289,-537.092436790954
3290,-313.99327902997334
3291,4731.145695300513
3292,516.8290482231447
3293,83.68788128097196
3294,1183.185328463287
3295,120.02164740530247
3296,-111.98819995215541
3297,-641.3128013391783
3298,9295.760584325628
3299,-273.38981371985403
3300,458.1922293452526
3301,-443.71802553280844
3302,983.980885136916
3303,1751.7604843927406
3304,-464.6428605097635
3305,2293.36931697389
3306,-376.6013829602539
3307,604.9874586720204
3308,-230.5427822259561
3309,4553.696480427423
3310,13486.557658869757
3311,1367.1385581229197
3312,7996.784738274229
3313,5440.08980040672
3314,718.1162234896866
3315,1129.5012185059782
3316,5498.669162802596
3317,3631.267867116302
3318,1754.0312200293388
3319,4300.864545749031
3320,-378.7065004433333
3321,-679.2541940136805
3322,-339.5299998970929
3323,1522.5883871287547
3324,1539.9189795313355
3325,1336.5915186115124
3326,904.4027808867359
3327,-253.405175753224
3328,409.4333376006765
3329,231.801955794839
3330,-738.7403472551737
3331,167.53331181449602
3332,3100.246405638
3333,1505.0593643177695
3334,819.9704930003053
3335,42.671719319315116
3336,1905.959972168548
3337,-228.79822009256816
3338,5042.174952641673
3339,315.0152414466637
3340,-167.6499473852553
3341,32.684402499938756
3342,342.5211828067562
3343,4293.034869850683
3344,10643.082642673395
3345,8895.056165364325
3346,-658.7358260364424
3347,98.77811637935235
3348,-376.1886537931862
3349,-558.8216979258307
3350,840.7405080338367
3351,-28.59801011651956
3352,-712.2549265871527
3353,2205.766624078358
3354,-458.73548794714554
3355,3350.821759448061
3356,543.3473545053081
3357,265.47181903325634
3358,-480.0573489115856
3359,4013.9052155416894
3360,2227.7568927960197
3361,532.4261371702218
3362,219.48140690490573
3363,-509.8428819601166
3364,2727.327061873119
3365,244.00174792370706
3366,745.4574553946413
3367,-844.8021990334965
3368,1956.2279105581797
3369,330.0295848663697
3370,1.2032683297281324
3371,1530.964443369899
3372,-0.340775151354876
3373,461.54180325487255
3374,557.9809802537659
3375,-62.134853937037974
3376,15293.345648153918
3377,-99.6730017671211
3378,4228.406084008887
3379,586.0449636300904
3380,-329.8981988993986
3381,1337.1115875694954
3382,566.7135577707614
3383,329.2927584149604
3384,-329.9543994130781
3385,2555.5196123717255
3386,3091.6725976273165
3387,-337.8061685534953
3388,1075.1298660272073
3389,639.9180999758286
3390,1211.6887291170847
3391,-259.9225428087462
3392,-47.62198101308218
3393,1150.2176101803007
3394,263.7063057889061
3395,-601.0346983548899
3396,3356.442947429915
3397,5934.801275438467
3398,636.245819682284
3399,266.7046744790566
3400,7479.09991438431
3401,1151.697442624466
3402,-706.6011615435567
3403,552.6134892508187
3404,1596.434366195483
3405,436.33384483264274
3406,-785.4236332745241
3407,-579.6095206320608
3408,38.24067706575795
3409,-546.4684575247722
3410,811.5426107979341
3411,-676.4073925659999
3412,-906.5816520434429
3413,-334.9405174495053
3414,5250.332214913206
3415,786.1096824620961
3416,457.74923718574337
3417,2699.8779380968817
3418,564.4288805575106
3419,1948.2495877249555
3420,1225.1087509122951
3421,5352.341348474822
3422,981.6950938097938
3423,-546.5132217080212
3424,-31.370994728983135
3425,-617.5869837345936
3426,302.29995164853096
3427,411.05245151157567
3428,2011.9268546736039
3429,-740.8821786976499
3430,8890.41595305919
3431,11529.273574885925
3432,1822.6791756460261
3433,-344.0388663700397
3434,351.2062069742268
3435,303.02808266004376
3436,1705.8859202901142
3437,-310.25737587542704
3438,4285.374317527565
3439,425.41588501368926
3440,-418.32582250050126
3441,958.3870840223688
3442,388.3140811333209
3443,2055.502768107537
3444,194.40850850363427
3445,10085.290287495642
3446,1896.6772505007664
3447,2563.526957450904
3448,-223.94277811196213
3449,18397.19716135566
3450,2478.051681350378
3451,2058.595079317221
3452,2611.731219146833
3453,2034.1417576700123
3454,188.50087001677883
3455,3055.5176060104623
3456,1256.8062243407144
3457,18216.419261450166
3458,995.3226068969659
3459,64.81293511930562
3460,327.0645142371854
3461,9892.413656460578
3462,-10.252962714991611
3463,1484.9470739841433
3464,555.7308191523688
3465,2437.6539513342013
3466,347.3988407133712
3467,708.2883119478141
3468,322.4700718294639
3469,-549.8972319933218
3470,-275.0934848746936
3471,3100.801936484627
3472,411.96549920370535
3473,66.46364858663384
3474,2042.9454288722736
3475,748.9648376165403
3476,449.4634119057135
3477,10379.80131103414
3478,846.0455121297057
3479,6647.87316836472
3480,4792.661375486207
3481,946.2395622192564
3482,1605.8496432081915
3483,1345.3738810993523
3484,327.50178555098887
3485,1017.5091887536198
3486,881.9960436982462
3487,59.03345104469554
3488,-524.9318742213817
3489,-692.1272744157806
3490,12661.545197694859
3491,3950.5926182137196
3492,1703.1032322723127
3493,531.5868308815025
3494,50.65992070797125
3495,2375.938559717959
3496,7996.784738274229
3497,3153.819907738077
3498,182.43390896846154
3499,932.8425188948404
3500,320.1007102601324
3501,-543.0441018067397
3502,82.72503068612974
3503,6907.140711767582
3504,910.8388495739828
3505,627.0445288910896
3506,925.3973156011713
3507,89.13983685197525
3508,-427.3138114854074
3509,15461.067997365117
3510,775.1117667407523
3511,394.3075791005565
3512,1267.6924859243973
3513,509.63322083159164
3514,1688.242683121825
3515,549.2427943121867
3516,707.3266512904945
3517,-783.8128229748186
3518,2885.9251684542564
3519,3135.1859734241784
3520,-753.5554114280737
3521,1375.9894947359853
3522,302.5531065407238
3523,880.1724432224246
3524,402.279836415266
3525,208.4517025261532
3526,296.7374810735665
3527,-396.34897338853585
3528,-496.17350194363615
3529,2240.280698217457
3530,1260.382218286205
3531,-438.5784103607362
3532,1239.5947678141526
3533,-538.7060971213111
3534,7341.425727604919
3535,842.7766994353376
3536,334.538856751557
3537,-186.1368218542625
3538,-86.48595393114624
3539,1766.6623164148816
3540,-488.6316684242575
3541,3361.894767923347
3542,-217.3488174814674
3543,-190.48124012106348
3544,-84.33242535862803
3545,560.8781058249433
3546,-681.2960517956036
3547,-642.0875901357097
3548,449.52886660112836
3549,241.18034067143753
3550,4365.0495535922255
3551,1967.5459290015174
3552,4180.659987811041
3553,-2.995867167154074
3554,5980.380024830149
3555,393.24933084003317
3556,3708.7406737754545
3557,4817.548373450634
3558,-276.846149933323
3559,-207.7056273202462
3560,9593.889250913286
3561,-693.8667988603045
3562,565.9276555316789
3563,-243.55107036318225
3564,1555.0436659245033
3565,1713.9560474069508
3566,148.38340699861675
3567,684.0056910758174
3568,5462.876548640625
3569,114.80870284349209
3570,81.89990171478905
3571,353.4770027836753
3572,204.2400012289192
3573,-60.17431585329621
3574,329.41294391791075
3575,-88.94790031801847
3576,-651.6158466410335
3577,2507.6611266034242
3578,-563.161147868952
3579,6016.13384920004
3580,1030.0984305058041
3581,10.89748227721185
3582,-97.02012069771331
3583,2774.217580210142
3584,-604.0993569987689
3585,5412.5388714585615
3586,365.17881605737057
3587,1844.4429868767088
3588,843.3353515385502
3589,-396.4586510682284
3590,4765.566897959947
3591,-736.3838093199203
3592,-367.48149105409846
3593,467.59175654011057
3594,-249.86917756919678
3595,-11.63432445400656
3596,3067.08077879275
3597,1189.6448811247267
3598,86.19481175843083
3599,-645.2271914016195
3600,859.0319803953817
3601,-855.9418422832732
3602,4753.3425206442325
3603,1336.7782824971168
3604,-367.150105294383
3605,591.4875145604972
3606,1787.2344186826538
3607,1194.9680447554342
3608,1520.420515724671
3609,529.1706436959962
3610,5689.665767297987
3611,1863.2181049945427
3612,4065.2677999621683
3613,2334.719889072179
3614,-1.7155985662215585
3615,-642.198193873101
3616,1446.0229501701729
3617,286.0335527228019
3618,1303.4102752390604
3619,995.6334078751236
3620,-801.428439109341
3621,-502.1948343363367
3622,397.12087052660274
3623,-547.8947741111732
3624,3020.3839779876257
3625,-226.30017667177026
3626,564.7135293851156
3627,2957.048954714725
3628,781.8466315460355
3629,2206.69093182886
3630,-772.6543151826552
3631,-769.7275048921455
3632,-64.08090508448691
3633,689.8321484948997
3634,-538.3172419537595
3635,-410.66111155775025
3636,1692.4057033916147
3637,3165.0315865895545
3638,4142.521796910906
3639,245.65083760874484
3640,14.020708584709269
3641,2333.2962760295172
3642,-360.82747143510534
3643,-430.252037869869
3644,4934.064329068059
3645,1345.3010001464243
3646,-483.8309703703295
3647,302.3038905293073
3648,-123.53463016222247
3649,4740.921725607137
3650,237.22913716519503
3651,1378.1232865693437
3652,801.2306691013991
3653,-571.4970443599559
3654,-880.1872622090549
3655,85.20921066467076
3656,490.619582881056
3657,339.79237192553717
3658,894.8185143163925
3659,10000.717596154711
3660,3142.839186651009
3661,-376.10684491990054
3662,5154.7184954426475
3663,-420.9062039604609
3664,375.8627338057589
3665,-104.07289970161247
3666,-75.32567933245662
3667,422.3497654277167
3668,5056.055844236462
3669,1298.6537955967524
3670,325.0079923667304
3671,10268.3859015988
3672,4924.70927766252
3673,-587.8065859396838
3674,3641.5562685098976
3675,2.201618428674408
3676,16727.83582289148
3677,988.383633642786
3678,-208.15345128497705
3679,566.0216304299217
3680,91.59521408433443
3681,-110.11340591485043
3682,3144.072717206109
3683,-598.3043055576738
3684,-181.30144157604417
3685,7468.328228564714
3686,892.3212696073704
3687,2642.5164546030232
3688,1286.1402966199598
3689,2178.7143401260055
3690,-468.705795640042
3691,-732.3572342763423
3692,6697.314224200756
3693,1297.5012248377898
3694,2304.7087257315598
3695,100.14472688430783
3696,-141.14126474093888
3697,-39.68431109060259
3698,1629.2833830654642
3699,-397.87402654517734
3700,1192.1995447808756
3701,1408.7878034847986
3702,437.3326213905948
3703,2742.93193616833
3704,2347.46080994147
3705,1190.2767533417982
3706,-639.66155104883
3707,3243.064508452425
3708,-483.84445905664666
3709,131.92331016612593
3710,-27.76748213733896
3711,169.5643261156472
3712,-104.46293409946645
3713,10940.283109159687
3714,-688.5364612915059
3715,236.65023589649462
3716,-332.4531589402872
3717,226.6656179198976
3718,666.7843812909184
3719,88.77114153319087
3720,1609.639753235188
3721,-380.7578297915354
3722,-164.060407457407
3723,-555.2540633345902
3724,6.3739173787365075
3725,135.44448787063277
3726,1116.6984830060605
3727,-337.1950399818271
3728,12076.982166438283
3729,1029.4952237317925
3730,7607.028691313654
3731,5489.506454546345
3732,16278.693134032255
3733,-369.71223197659685
3734,2083.1082869295296
3735,865.790887760491
3736,551.3368986823671
3737,1948.3379157401714
3738,902.9162117435009
3739,667.276016018486
3740,35.44737612429162
3741,91.79751283541736
3742,544.5460176931896
3743,1467.3297831244229
3744,15318.7231685565
3745,148.38340699861675
3746,-86.48595393114624
3747,1546.1591508980498
3748,62.594218488731656
3749,555.753071297202
3750,-903.8604001223405
3751,3815.730475000789
3752,1675.2938672598964
3753,-57.06493005660104
3754,910.1307249917446
3755,-214.67950013386894
3756,5956.981598588831
3757,2701.9544222860277
3758,2616.5302572739956
3759,-287.16077392994157
3760,-187.70240190044922
3761,5147.332743652909
